,0
cat__customer_city_pedreiras,0
cat__customer_city_pedrinhas paulista,0
cat__customer_city_pedrinopolis,0
cat__customer_city_pedro afonso,0
cat__customer_city_pedro canario,0
cat__customer_city_pedro de toledo,0
cat__customer_city_pedro ii,0
cat__customer_city_pedro leopoldo,0
cat__customer_city_pedro osorio,0
cat__customer_city_peixe,0
cat__customer_city_peixoto de azevedo,0
cat__customer_city_pejucara,0
cat__customer_city_pelotas,0
cat__customer_city_penaforte,0
cat__customer_city_penapolis,0
cat__customer_city_pendencias,0
cat__customer_city_penedo,0
cat__customer_city_penha,0
cat__customer_city_pentecoste,0
cat__customer_city_pequi,0
cat__customer_city_perdigao,0
cat__customer_city_perdizes,0
cat__customer_city_perdoes,0
cat__customer_city_pereira barreto,0
cat__customer_city_pereiras,0
cat__customer_city_pereiro,0
cat__customer_city_peri mirim,0
cat__customer_city_periquito,0
cat__customer_city_peritiba,0
cat__customer_city_perola,0
cat__customer_city_perola d'oeste,0
cat__customer_city_perpetuo socorro,0
cat__customer_city_peruibe,0
cat__customer_city_pescador,0
cat__customer_city_pesqueira,0
cat__customer_city_petrolandia,0
cat__customer_city_petrolina,0
cat__customer_city_petropolis,0
cat__customer_city_piacabucu,0
cat__customer_city_piacatu,0
cat__customer_city_piacu,0
cat__customer_city_pianco,0
cat__customer_city_piao,0
cat__customer_city_piata,0
cat__customer_city_piau,0
cat__customer_city_picarra,0
cat__customer_city_picarras,0
cat__customer_city_picos,0
cat__customer_city_picui,0
cat__customer_city_piedade,0
cat__customer_city_piedade de caratinga,0
cat__customer_city_piedade do rio grande,0
cat__customer_city_piedade dos gerais,0
cat__customer_city_pien,0
cat__customer_city_pilao arcado,0
cat__customer_city_pilar,0
cat__customer_city_pilar do sul,0
cat__customer_city_pimenta,0
cat__customer_city_pimenta bueno,0
cat__customer_city_pimenteiras,0
cat__customer_city_pindai,0
cat__customer_city_pindamonhangaba,0
cat__customer_city_pindare mirim,0
cat__customer_city_pindoba,0
cat__customer_city_pindobacu,0
cat__customer_city_pindorama,0
cat__customer_city_pindorama do tocantins,0
cat__customer_city_pindoretama,0
cat__customer_city_pingo-d'agua,0
cat__customer_city_pinhais,0
cat__customer_city_pinhal da serra,0
cat__customer_city_pinhalao,0
cat__customer_city_pinhalzinho,0
cat__customer_city_pinhao,0
cat__customer_city_pinheiral,0
cat__customer_city_pinheiro,0
cat__customer_city_pinheiro machado,0
cat__customer_city_pinheiros,0
cat__customer_city_pinhotiba,0
cat__customer_city_pintadas,0
cat__customer_city_pinto bandeira,0
cat__customer_city_pio ix,0
cat__customer_city_piquerobi,0
cat__customer_city_piquete,0
cat__customer_city_piracaia,0
cat__customer_city_piracanjuba,0
cat__customer_city_piracema,0
cat__customer_city_piracicaba,0
cat__customer_city_piracuruca,0
cat__customer_city_pirai,0
cat__customer_city_pirai do norte,0
cat__customer_city_pirai do sul,0
cat__customer_city_piraju,0
cat__customer_city_pirajuba,0
cat__customer_city_pirajui,0
cat__customer_city_piranga,0
cat__customer_city_pirangi,0
cat__customer_city_piranguinho,0
cat__customer_city_piranhas,0
cat__customer_city_pirapemas,0
cat__customer_city_pirapetinga,0
cat__customer_city_pirapo,0
cat__customer_city_pirapora,0
cat__customer_city_pirapora do bom jesus,0
cat__customer_city_pirapozinho,0
cat__customer_city_piraquara,0
cat__customer_city_pirassununga,0
cat__customer_city_piratini,0
cat__customer_city_piratininga,0
cat__customer_city_piratuba,0
cat__customer_city_pirauba,0
cat__customer_city_pirenopolis,0
cat__customer_city_pires do rio,0
cat__customer_city_pires ferreira,0
cat__customer_city_piripa,0
cat__customer_city_piripiri,0
cat__customer_city_piritiba,0
cat__customer_city_pirpirituba,0
cat__customer_city_pitanga,0
cat__customer_city_pitanga de estrada,0
cat__customer_city_pitangueiras,0
cat__customer_city_pitangui,0
cat__customer_city_pitimbu,0
cat__customer_city_piuma,0
cat__customer_city_piumhi,0
cat__customer_city_piumhii,0
cat__customer_city_placas,0
cat__customer_city_planaltina,0
cat__customer_city_planaltina do parana,0
cat__customer_city_planaltino,0
cat__customer_city_planalto,0
cat__customer_city_planura,0
cat__customer_city_poa,0
cat__customer_city_pocao,0
cat__customer_city_pocao de pedras,0
cat__customer_city_pocinhos,0
cat__customer_city_poco de pedra,0
cat__customer_city_poco fundo,0
cat__customer_city_poco redondo,0
cat__customer_city_poco verde,0
cat__customer_city_pocoes,0
cat__customer_city_pocoes de paineiras,0
cat__customer_city_pocos de caldas,0
cat__customer_city_pocrane,0
cat__customer_city_pojuca,0
cat__customer_city_polo petroquimico de triunfo,0
cat__customer_city_poloni,0
cat__customer_city_pombal,0
cat__customer_city_pomerode,0
cat__customer_city_pompeia,0
cat__customer_city_pompeu,0
cat__customer_city_pongai,0
cat__customer_city_ponta grossa,0
cat__customer_city_ponta pora,0
cat__customer_city_pontal,0
cat__customer_city_pontal do parana,0
cat__customer_city_pontalina,0
cat__customer_city_pontalinda,0
cat__customer_city_pontao,0
cat__customer_city_ponte nova,0
cat__customer_city_ponte serrada,0
cat__customer_city_pontes e lacerda,0
cat__customer_city_pontes gestal,0
cat__customer_city_ponto belo,0
cat__customer_city_ponto do marambaia,0
cat__customer_city_ponto dos volantes,0
cat__customer_city_ponto novo,0
cat__customer_city_populina,0
cat__customer_city_porangaba,0
cat__customer_city_porangatu,0
cat__customer_city_porciuncula,0
cat__customer_city_porecatu,0
cat__customer_city_portalegre,0
cat__customer_city_portao,0
cat__customer_city_porteiras,0
cat__customer_city_porteirinha,0
cat__customer_city_portelandia,0
cat__customer_city_porto acre,0
cat__customer_city_porto alegre,0
cat__customer_city_porto alegre do norte,0
cat__customer_city_porto amazonas,0
cat__customer_city_porto belo,0
cat__customer_city_porto calvo,0
cat__customer_city_porto de pedras,0
cat__customer_city_porto dos gauchos,0
cat__customer_city_porto esperidiao,0
cat__customer_city_porto estrela,0
cat__customer_city_porto feliz,0
cat__customer_city_porto ferreira,0
cat__customer_city_porto firme,0
cat__customer_city_porto franco,0
cat__customer_city_porto grande,0
cat__customer_city_porto lucena,0
cat__customer_city_porto murtinho,0
cat__customer_city_porto nacional,0
cat__customer_city_porto real,0
cat__customer_city_porto rico,0
cat__customer_city_porto seguro,0
cat__customer_city_porto trombetas,0
cat__customer_city_porto uniao,0
cat__customer_city_porto velho,0
cat__customer_city_porto xavier,0
cat__customer_city_posse,0
cat__customer_city_posto da mata,0
cat__customer_city_pote,0
cat__customer_city_potengi,0
cat__customer_city_potim,0
cat__customer_city_potiragua,0
cat__customer_city_potirendaba,0
cat__customer_city_pouso alegre,0
cat__customer_city_pouso alto,0
cat__customer_city_pouso novo,0
cat__customer_city_pouso redondo,0
cat__customer_city_poxoreu,0
cat__customer_city_prado,0
cat__customer_city_pradopolis,0
cat__customer_city_prados,0
cat__customer_city_praia grande,0
cat__customer_city_praia norte,0
cat__customer_city_pranchita,0
cat__customer_city_prata,0
cat__customer_city_pratapolis,0
cat__customer_city_presidente alves,0
cat__customer_city_presidente bernardes,0
cat__customer_city_presidente castello branco,0
cat__customer_city_presidente dutra,0
cat__customer_city_presidente epitacio,0
cat__customer_city_presidente getulio,0
cat__customer_city_presidente janio quadros,0
cat__customer_city_presidente juscelino,0
cat__customer_city_presidente kennedy,0
cat__customer_city_presidente kubitschek,0
cat__customer_city_presidente lucena,0
cat__customer_city_presidente medici,0
cat__customer_city_presidente nereu,0
cat__customer_city_presidente olegario,0
cat__customer_city_presidente prudente,0
cat__customer_city_presidente tancredo neves,0
cat__customer_city_presidente venceslau,0
cat__customer_city_primavera,0
cat__customer_city_primavera do leste,0
cat__customer_city_primeiro de maio,0
cat__customer_city_princesa isabel,0
cat__customer_city_promissao,0
cat__customer_city_propria,0
cat__customer_city_protasio alves,0
cat__customer_city_prudente de morais,0
cat__customer_city_prudentopolis,0
cat__customer_city_pugmil,0
cat__customer_city_purilandia,0
cat__customer_city_putinga,0
cat__customer_city_puxinana,0
cat__customer_city_quadra,0
cat__customer_city_quarai,0
cat__customer_city_quata,0
cat__customer_city_quatigua,0
cat__customer_city_quatis,0
cat__customer_city_quatituba,0
cat__customer_city_quatro barras,0
cat__customer_city_quatro bocas,0
cat__customer_city_quedas do iguacu,0
cat__customer_city_queimadas,0
cat__customer_city_queimados,0
cat__customer_city_queiroz,0
cat__customer_city_queixada,0
cat__customer_city_queluz,0
cat__customer_city_querencia,0
cat__customer_city_querencia do norte,0
cat__customer_city_quevedos,0
cat__customer_city_quijingue,0
cat__customer_city_quilombo,0
cat__customer_city_quinta do sol,0
cat__customer_city_quintana,0
cat__customer_city_quipapa,0
cat__customer_city_quirinopolis,0
cat__customer_city_quissama,0
cat__customer_city_quitandinha,0
cat__customer_city_quixabeira,0
cat__customer_city_quixada,0
cat__customer_city_quixelo,0
cat__customer_city_quixeramobim,0
cat__customer_city_quixere,0
cat__customer_city_rafard,0
cat__customer_city_rancharia,0
cat__customer_city_rancho alegre,0
cat__customer_city_rancho alegre d'oeste,0
cat__customer_city_rancho queimado,0
cat__customer_city_raposo,0
cat__customer_city_raposos,0
cat__customer_city_raul soares,0
cat__customer_city_realeza,0
cat__customer_city_reboucas,0
cat__customer_city_rechan,0
cat__customer_city_recife,0
cat__customer_city_recreio,0
cat__customer_city_redencao,0
cat__customer_city_redencao da serra,0
cat__customer_city_redencao do gurgueia,0
cat__customer_city_redentora,0
cat__customer_city_regeneracao,0
cat__customer_city_regente feijo,0
cat__customer_city_reginopolis,0
cat__customer_city_registro,0
cat__customer_city_remanso,0
cat__customer_city_remigio,0
cat__customer_city_renascenca,0
cat__customer_city_reriutaba,0
cat__customer_city_resende,0
cat__customer_city_resende costa,0
cat__customer_city_reserva,0
cat__customer_city_reserva do cabacal,0
cat__customer_city_reserva do iguacu,0
cat__customer_city_resplendor,0
cat__customer_city_ressaquinha,0
cat__customer_city_restinga seca,0
cat__customer_city_retirolandia,0
cat__customer_city_riachao das neves,0
cat__customer_city_riachao do jacuipe,0
cat__customer_city_riachinho,0
cat__customer_city_riacho da cruz,0
cat__customer_city_riacho das almas,0
cat__customer_city_riacho de santana,0
cat__customer_city_riacho de santo antonio,0
cat__customer_city_riacho dos machados,0
cat__customer_city_riachuelo,0
cat__customer_city_rianapolis,0
cat__customer_city_ribeira,0
cat__customer_city_ribeira do amparo,0
cat__customer_city_ribeira do pombal,0
cat__customer_city_ribeirao,0
cat__customer_city_ribeirao bonito,0
cat__customer_city_ribeirao branco,0
cat__customer_city_ribeirao cascalheira,0
cat__customer_city_ribeirao claro,0
cat__customer_city_ribeirao das neves,0
cat__customer_city_ribeirao do pinhal,0
cat__customer_city_ribeirao do sul,0
cat__customer_city_ribeirao pires,0
cat__customer_city_ribeirao preto,0
cat__customer_city_ribeirao vermelho,0
cat__customer_city_ribeiraozinho,0
cat__customer_city_ribeiro junqueira,0
cat__customer_city_ribeiropolis,0
cat__customer_city_rifaina,0
cat__customer_city_rinopolis,0
cat__customer_city_rio acima,0
cat__customer_city_rio azul,0
cat__customer_city_rio bananal,0
cat__customer_city_rio bonito,0
cat__customer_city_rio bonito do iguacu,0
cat__customer_city_rio branco,0
cat__customer_city_rio branco do sul,0
cat__customer_city_rio brilhante,0
cat__customer_city_rio casca,0
cat__customer_city_rio claro,0
cat__customer_city_rio das antas,0
cat__customer_city_rio das flores,0
cat__customer_city_rio das ostras,0
cat__customer_city_rio das pedras,0
cat__customer_city_rio de contas,0
cat__customer_city_rio de janeiro,0
cat__customer_city_rio do antonio,0
cat__customer_city_rio do campo,0
cat__customer_city_rio do oeste,0
cat__customer_city_rio do pires,0
cat__customer_city_rio do sul,0
cat__customer_city_rio doce,0
cat__customer_city_rio dos cedros,0
cat__customer_city_rio dos indios,0
cat__customer_city_rio espera,0
cat__customer_city_rio formoso,0
cat__customer_city_rio fortuna,0
cat__customer_city_rio grande,0
cat__customer_city_rio grande da serra,0
cat__customer_city_rio grande do piaui,0
cat__customer_city_rio largo,0
cat__customer_city_rio manso,0
cat__customer_city_rio maria,0
cat__customer_city_rio negrinho,0
cat__customer_city_rio negro,0
cat__customer_city_rio novo,0
cat__customer_city_rio novo do sul,0
cat__customer_city_rio paranaiba,0
cat__customer_city_rio pardo,0
cat__customer_city_rio pardo de minas,0
cat__customer_city_rio piracicaba,0
cat__customer_city_rio pomba,0
cat__customer_city_rio preto,0
cat__customer_city_rio real,0
cat__customer_city_rio rufino,0
cat__customer_city_rio tinto,0
cat__customer_city_rio verde,0
cat__customer_city_riolandia,0
cat__customer_city_riqueza,0
cat__customer_city_ritapolis,0
cat__customer_city_riversul,0
cat__customer_city_roca sales,0
cat__customer_city_rodeio,0
cat__customer_city_rodeio bonito,0
cat__customer_city_rodeiro,0
cat__customer_city_rodelas,0
cat__customer_city_rodolfo fernandes,0
cat__customer_city_rolandia,0
cat__customer_city_rolante,0
cat__customer_city_rolim de moura,0
cat__customer_city_romaria,0
cat__customer_city_romelandia,0
cat__customer_city_roncador,0
cat__customer_city_ronda alta,0
cat__customer_city_rondon,0
cat__customer_city_rondon do para,0
cat__customer_city_rondonopolis,0
cat__customer_city_roque gonzales,0
cat__customer_city_rosana,0
cat__customer_city_rosario,0
cat__customer_city_rosario do ivai,0
cat__customer_city_rosario do sul,0
cat__customer_city_roseira,0
cat__customer_city_rubelita,0
cat__customer_city_rubiacea,0
cat__customer_city_rubiataba,0
cat__customer_city_rubim,0
cat__customer_city_rubineia,0
cat__customer_city_russas,0
cat__customer_city_ruy barbosa,0
cat__customer_city_sabara,0
cat__customer_city_sabaudia,0
cat__customer_city_sabino,0
cat__customer_city_sabinopolis,0
cat__customer_city_saboeiro,0
cat__customer_city_sacra familia do tingua,0
cat__customer_city_sacramento,0
cat__customer_city_sales,0
cat__customer_city_sales oliveira,0
cat__customer_city_salesopolis,0
cat__customer_city_salgado filho,0
cat__customer_city_salgueiro,0
cat__customer_city_salinas,0
cat__customer_city_salinas da margarida,0
cat__customer_city_salmourao,0
cat__customer_city_saloa,0
cat__customer_city_salobro,0
cat__customer_city_saltinho,0
cat__customer_city_salto,0
cat__customer_city_salto da divisa,0
cat__customer_city_salto de pirapora,0
cat__customer_city_salto do ceu,0
cat__customer_city_salto do itarare,0
cat__customer_city_salto do jacui,0
cat__customer_city_salto do lontra,0
cat__customer_city_salto grande,0
cat__customer_city_salto veloso,0
cat__customer_city_salvador,0
cat__customer_city_salvador do sul,0
cat__customer_city_sambaiba,0
cat__customer_city_sananduva,0
cat__customer_city_sanclerlandia,0
cat__customer_city_sandolandia,0
cat__customer_city_sanga puita,0
cat__customer_city_sangao,0
cat__customer_city_sanharo,0
cat__customer_city_santa adelia,0
cat__customer_city_santa albertina,0
cat__customer_city_santa amelia,0
cat__customer_city_santa barbara,0
cat__customer_city_santa barbara d oeste,0
cat__customer_city_santa barbara d'oeste,0
cat__customer_city_santa barbara do para,0
cat__customer_city_santa branca,0
cat__customer_city_santa brigida,0
cat__customer_city_santa cecilia,0
cat__customer_city_santa cecilia do pavao,0
cat__customer_city_santa clara do sul,0
cat__customer_city_santa cruz,0
cat__customer_city_santa cruz cabralia,0
cat__customer_city_santa cruz da conceicao,0
cat__customer_city_santa cruz das palmeiras,0
cat__customer_city_santa cruz de goias,0
cat__customer_city_santa cruz de minas,0
cat__customer_city_santa cruz de monte castelo,0
cat__customer_city_santa cruz de salinas,0
cat__customer_city_santa cruz do capibaribe,0
cat__customer_city_santa cruz do prata,0
cat__customer_city_santa cruz do rio pardo,0
cat__customer_city_santa cruz do sul,0
cat__customer_city_santa cruz do timbo,0
cat__customer_city_santa ernestina,0
cat__customer_city_santa fe,0
cat__customer_city_santa fe de goias,0
cat__customer_city_santa fe do sul,0
cat__customer_city_santa filomena,0
cat__customer_city_santa gertrudes,0
cat__customer_city_santa helena,0
cat__customer_city_santa helena de goias,0
cat__customer_city_santa helena de minas,0
cat__customer_city_santa ines,0
cat__customer_city_santa isabel,0
cat__customer_city_santa isabel do ivai,0
cat__customer_city_santa isabel do para,0
cat__customer_city_santa isabel do rio preto,0
cat__customer_city_santa izabel do oeste,0
cat__customer_city_santa juliana,0
cat__customer_city_santa leopoldina,0
cat__customer_city_santa lucia,0
cat__customer_city_santa luzia,0
cat__customer_city_santa luzia do parua,0
cat__customer_city_santa margarida,0
cat__customer_city_santa maria,0
cat__customer_city_santa maria da boa vista,0
cat__customer_city_santa maria da serra,0
cat__customer_city_santa maria da vitoria,0
cat__customer_city_santa maria de itabira,0
cat__customer_city_santa maria de jetiba,0
cat__customer_city_santa maria do para,0
cat__customer_city_santa maria do salto,0
cat__customer_city_santa maria do suacui,0
cat__customer_city_santa maria madalena,0
cat__customer_city_santa mariana,0
cat__customer_city_santa mercedes,0
cat__customer_city_santa monica,0
cat__customer_city_santa quiteria,0
cat__customer_city_santa quiteria do maranhao,0
cat__customer_city_santa rita,0
cat__customer_city_santa rita d'oeste,0
cat__customer_city_santa rita da floresta,0
cat__customer_city_santa rita de caldas,0
cat__customer_city_santa rita de jacutinga,0
cat__customer_city_santa rita de minas,0
cat__customer_city_santa rita do araguaia,0
cat__customer_city_santa rita do ibitipoca,0
cat__customer_city_santa rita do itueto,0
cat__customer_city_santa rita do passa quatro,0
cat__customer_city_santa rita do sapucai,0
cat__customer_city_santa rosa,0
cat__customer_city_santa rosa de lima,0
cat__customer_city_santa rosa de viterbo,0
cat__customer_city_santa teresa,0
cat__customer_city_santa teresinha,0
cat__customer_city_santa tereza do oeste,0
cat__customer_city_santa terezinha,0
cat__customer_city_santa terezinha de itaipu,0
cat__customer_city_santa vitoria,0
cat__customer_city_santa vitoria do palmar,0
cat__customer_city_santaluz,0
cat__customer_city_santana,0
cat__customer_city_santana da boa vista,0
cat__customer_city_santana da vargem,0
cat__customer_city_santana de parnaiba,0
cat__customer_city_santana de pirapama,0
cat__customer_city_santana do acarau,0
cat__customer_city_santana do araguaia,0
cat__customer_city_santana do capivari,0
cat__customer_city_santana do cariri,0
cat__customer_city_santana do deserto,0
cat__customer_city_santana do itarare,0
cat__customer_city_santana do jacare,0
cat__customer_city_santana do livramento,0
cat__customer_city_santana do manhuacu,0
cat__customer_city_santana do mundau,0
cat__customer_city_santana do paraiso,0
cat__customer_city_santana do serido,0
cat__customer_city_santana do sobrado,0
cat__customer_city_santana dos montes,0
cat__customer_city_santanesia,0
cat__customer_city_santarem,0
cat__customer_city_santiago,0
cat__customer_city_santo amaro,0
cat__customer_city_santo amaro da imperatriz,0
cat__customer_city_santo amaro das brotas,0
cat__customer_city_santo amaro de campos,0
cat__customer_city_santo anastacio,0
cat__customer_city_santo andre,0
cat__customer_city_santo angelo,0
cat__customer_city_santo antonio,0
cat__customer_city_santo antonio da alegria,0
cat__customer_city_santo antonio da patrulha,0
cat__customer_city_santo antonio da platina,0
cat__customer_city_santo antonio das missoes,0
cat__customer_city_santo antonio das queimadas,0
cat__customer_city_santo antonio de goias,0
cat__customer_city_santo antonio de jesus,0
cat__customer_city_santo antonio de padua,0
cat__customer_city_santo antonio de posse,0
cat__customer_city_santo antonio do amparo,0
cat__customer_city_santo antonio do aracangua,0
cat__customer_city_santo antonio do aventureiro,0
cat__customer_city_santo antonio do caiua,0
cat__customer_city_santo antonio do canaa,0
cat__customer_city_santo antonio do descoberto,0
cat__customer_city_santo antonio do grama,0
cat__customer_city_santo antonio do itambe,0
cat__customer_city_santo antonio do jacinto,0
cat__customer_city_santo antonio do jardim,0
cat__customer_city_santo antonio do leste,0
cat__customer_city_santo antonio do leverger,0
cat__customer_city_santo antonio do monte,0
cat__customer_city_santo antonio do palma,0
cat__customer_city_santo antonio do pinhal,0
cat__customer_city_santo antonio do planalto,0
cat__customer_city_santo antonio do rio abaixo,0
cat__customer_city_santo antonio do sudoeste,0
cat__customer_city_santo antonio do taua,0
cat__customer_city_santo antonio dos campos,0
cat__customer_city_santo augusto,0
cat__customer_city_santo cristo,0
cat__customer_city_santo eduardo,0
cat__customer_city_santo estevao,0
cat__customer_city_santo expedito,0
cat__customer_city_santo hipolito,0
cat__customer_city_santo inacio,0
cat__customer_city_santos,0
cat__customer_city_santos dumont,0
cat__customer_city_sao benedito,0
cat__customer_city_sao benedito do rio preto,0
cat__customer_city_sao benedito do sul,0
cat__customer_city_sao bentinho,0
cat__customer_city_sao bento,0
cat__customer_city_sao bento do sapucai,0
cat__customer_city_sao bento do sul,0
cat__customer_city_sao bento do una,0
cat__customer_city_sao bernardino,0
cat__customer_city_sao bernardo,0
cat__customer_city_sao bernardo do campo,0
cat__customer_city_sao bonifacio,0
cat__customer_city_sao borja,0
cat__customer_city_sao bras,0
cat__customer_city_sao bras do suacui,0
cat__customer_city_sao caetano do sul,0
cat__customer_city_sao carlos,0
cat__customer_city_sao clemente,0
cat__customer_city_sao cristovao,0
cat__customer_city_sao desiderio,0
cat__customer_city_sao domingos,0
cat__customer_city_sao domingos das dores,0
cat__customer_city_sao domingos do araguaia,0
cat__customer_city_sao domingos do maranhao,0
cat__customer_city_sao domingos do norte,0
cat__customer_city_sao domingos do prata,0
cat__customer_city_sao domingos do sul,0
cat__customer_city_sao felipe,0
cat__customer_city_sao felix de minas,0
cat__customer_city_sao felix do coribe,0
cat__customer_city_sao felix do xingu,0
cat__customer_city_sao fernando,0
cat__customer_city_sao fidelis,0
cat__customer_city_sao francisco,0
cat__customer_city_sao francisco de assis,0
cat__customer_city_sao francisco de itabapoana,0
cat__customer_city_sao francisco de paula,0
cat__customer_city_sao francisco do conde,0
cat__customer_city_sao francisco do gloria,0
cat__customer_city_sao francisco do guapore,0
cat__customer_city_sao francisco do humaita,0
cat__customer_city_sao francisco do sul,0
cat__customer_city_sao gabriel,0
cat__customer_city_sao gabriel da palha,0
cat__customer_city_sao gabriel do oeste,0
cat__customer_city_sao geraldo,0
cat__customer_city_sao geraldo da piedade,0
cat__customer_city_sao geraldo do baguari,0
cat__customer_city_sao goncalo,0
cat__customer_city_sao goncalo do abaete,0
cat__customer_city_sao goncalo do amarante,0
cat__customer_city_sao goncalo do para,0
cat__customer_city_sao goncalo do rio abaixo,0
cat__customer_city_sao goncalo do rio preto,0
cat__customer_city_sao goncalo do sapucai,0
cat__customer_city_sao gotardo,0
cat__customer_city_sao jeronimo,0
cat__customer_city_sao joao,0
cat__customer_city_sao joao batista,0
cat__customer_city_sao joao batista do gloria,0
cat__customer_city_sao joao d'alianca,0
cat__customer_city_sao joao da barra,0
cat__customer_city_sao joao da boa vista,0
cat__customer_city_sao joao da mata,0
cat__customer_city_sao joao da parauna,0
cat__customer_city_sao joao da ponte,0
cat__customer_city_sao joao da urtiga,0
cat__customer_city_sao joao das missoes,0
cat__customer_city_sao joao de iracema,0
cat__customer_city_sao joao de meriti,0
cat__customer_city_sao joao de petropolis,0
cat__customer_city_sao joao de pirabas,0
cat__customer_city_sao joao del rei,0
cat__customer_city_sao joao do itaperiu,0
cat__customer_city_sao joao do ivai,0
cat__customer_city_sao joao do oriente,0
cat__customer_city_sao joao do paraiso,0
cat__customer_city_sao joao do piaui,0
cat__customer_city_sao joao do sabugi,0
cat__customer_city_sao joao do sobrado,0
cat__customer_city_sao joao do sul,0
cat__customer_city_sao joao do triunfo,0
cat__customer_city_sao joao dos patos,0
cat__customer_city_sao joao evangelista,0
cat__customer_city_sao joao nepomuceno,0
cat__customer_city_sao joaquim,0
cat__customer_city_sao joaquim da barra,0
cat__customer_city_sao joaquim de bicas,0
cat__customer_city_sao joaquim do monte,0
cat__customer_city_sao jorge,0
cat__customer_city_sao jorge d'oeste,0
cat__customer_city_sao jorge do ivai,0
cat__customer_city_sao jorge do patrocinio,0
cat__customer_city_sao jose,0
cat__customer_city_sao jose da barra,0
cat__customer_city_sao jose da bela vista,0
cat__customer_city_sao jose da boa vista,0
cat__customer_city_sao jose da coroa grande,0
cat__customer_city_sao jose da laje,0
cat__customer_city_sao jose da lapa,0
cat__customer_city_sao jose da tapera,0
cat__customer_city_sao jose da vitoria,0
cat__customer_city_sao jose de mipibu,0
cat__customer_city_sao jose de ribamar,0
cat__customer_city_sao jose de uba,0
cat__customer_city_sao jose do barreiro,0
cat__customer_city_sao jose do belmonte,0
cat__customer_city_sao jose do calcado,0
cat__customer_city_sao jose do campestre,0
cat__customer_city_sao jose do cedro,0
cat__customer_city_sao jose do cerrito,0
cat__customer_city_sao jose do divino,0
cat__customer_city_sao jose do egito,0
cat__customer_city_sao jose do goiabal,0
cat__customer_city_sao jose do hortencio,0
cat__customer_city_sao jose do inhacora,0
cat__customer_city_sao jose do norte,0
cat__customer_city_sao jose do ouro,0
cat__customer_city_sao jose do piaui,0
cat__customer_city_sao jose do ribeirao,0
cat__customer_city_sao jose do rio claro,0
cat__customer_city_sao jose do rio pardo,0
cat__customer_city_sao jose do rio preto,0
cat__customer_city_sao jose do serido,0
cat__customer_city_sao jose do turvo,0
cat__customer_city_sao jose do vale do rio preto,0
cat__customer_city_sao jose do xingu,0
cat__customer_city_sao jose dos campos,0
cat__customer_city_sao jose dos cordeiros,0
cat__customer_city_sao jose dos pinhais,0
cat__customer_city_sao jose dos quatro marcos,0
cat__customer_city_sao leopoldo,0
cat__customer_city_sao lourenco,0
cat__customer_city_sao lourenco da mata,0
cat__customer_city_sao lourenco da serra,0
cat__customer_city_sao lourenco do oeste,0
cat__customer_city_sao lourenco do piaui,0
cat__customer_city_sao lourenco do sul,0
cat__customer_city_sao ludgero,0
cat__customer_city_sao luis,0
cat__customer_city_sao luis de montes belos,0
cat__customer_city_sao luis do curu,0
cat__customer_city_sao luis do paraitinga,0
cat__customer_city_sao luis do quitunde,0
cat__customer_city_sao luiz do norte,0
cat__customer_city_sao luiz gonzaga,0
cat__customer_city_sao mamede,0
cat__customer_city_sao manuel,0
cat__customer_city_sao marcos,0
cat__customer_city_sao martinho,0
cat__customer_city_sao mateus,0
cat__customer_city_sao mateus de minas,0
cat__customer_city_sao mateus do maranhao,0
cat__customer_city_sao mateus do sul,0
cat__customer_city_sao miguel,0
cat__customer_city_sao miguel arcanjo,0
cat__customer_city_sao miguel das matas,0
cat__customer_city_sao miguel do aleixo,0
cat__customer_city_sao miguel do anta,0
cat__customer_city_sao miguel do araguaia,0
cat__customer_city_sao miguel do gostoso,0
cat__customer_city_sao miguel do guama,0
cat__customer_city_sao miguel do guapore,0
cat__customer_city_sao miguel do iguacu,0
cat__customer_city_sao miguel do oeste,0
cat__customer_city_sao miguel do tapuio,0
cat__customer_city_sao miguel dos campos,0
cat__customer_city_sao nicolau,0
cat__customer_city_sao patricio,0
cat__customer_city_sao paulo,0
cat__customer_city_sao paulo das missoes,0
cat__customer_city_sao paulo do potengi,0
cat__customer_city_sao pedro,0
cat__customer_city_sao pedro da aldeia,0
cat__customer_city_sao pedro da uniao,0
cat__customer_city_sao pedro do butia,0
cat__customer_city_sao pedro do iguacu,0
cat__customer_city_sao pedro do ivai,0
cat__customer_city_sao pedro do sul,0
cat__customer_city_sao pedro do turvo,0
cat__customer_city_sao pedro dos ferros,0
cat__customer_city_sao raimundo nonato,0
cat__customer_city_sao romao,0
cat__customer_city_sao roque,0
cat__customer_city_sao roque de minas,0
cat__customer_city_sao roque do canaa,0
cat__customer_city_sao sebastiao,0
cat__customer_city_sao sebastiao da amoreira,0
cat__customer_city_sao sebastiao da boa vista,0
cat__customer_city_sao sebastiao da grama,0
cat__customer_city_sao sebastiao de campos,0
cat__customer_city_sao sebastiao do alto,0
cat__customer_city_sao sebastiao do cai,0
cat__customer_city_sao sebastiao do maranhao,0
cat__customer_city_sao sebastiao do paraiba,0
cat__customer_city_sao sebastiao do paraiso,0
cat__customer_city_sao sebastiao do passe,0
cat__customer_city_sao sebastiao do rio verde,0
cat__customer_city_sao sepe,0
cat__customer_city_sao simao,0
cat__customer_city_sao thome das letras,0
cat__customer_city_sao tiago,0
cat__customer_city_sao tomas de aquino,0
